1554670226 0 0 0 0 0 13
1554670227 0 0 0 0 0 49
1554746132 0 0 0 1928 0 49
1554749246 0 0 0 6446 0 49
1554749929 159 0 0 6446 0 49
1554750225 159 0 98 6446 0 49
1554750251 159 0 98 6446 0 49
1554823320 164 0 98 6446 0 49
1554826441 164 0 98 6458 0 49
1554826679 164 0 98 6460 0 49
1554827762 271 0 98 6460 0 49
1554828063 271 0 98 10823 0 49
1555000231 271 0 98 12430 0 49
1555000350 271 0 98 12430 0 49
1555000572 356 0 98 12430 0 49
1555092637 369 0 98 12430 0 49
1555092758 369 0 98 12430 0 49
1555097773 369 0 1737 12430 0 49
1555098059 369 0 1737 12430 0 49
1555098205 369 0 3510 12430 0 49
1555102180 2377 0 3510 12430 0 49
1555102282 2377 0 3510 12430 0 49
1555171976 2399 0 3510 12430 0 49
1555175991 2399 0 3510 12430 0 49
1555177968 2497 0 3510 12430 0 49
1555177985 2497 13 3510 12430 0 49
1555178248 2497 13 3510 12430 0 49
1555178996 2497 13 3510 13862 0 49
1555179258 2497 13 3510 13862 0 49
1555180088 2516 13 3510 13862 0 49
1555180102 2516 13 3510 13862 0 49
1555180394 2516 13 3510 13901 0 49
1555353353 2516 75 3510 13901 0 49
1555353440 2516 75 3510 14068 0 49
1555353667 2517 75 3510 14068 0 49
1555353978 2517 75 3510 14108 0 49
1555354137 2548 75 3510 14108 0 49
1555601289 2548 75 3632 14108 0 49
1555605175 4498 75 3632 14108 0 49
1555605235 4498 75 3632 14311 0 49
1555605413 4498 75 3632 14311 0 49
1555698955 4498 75 3665 14311 0 49
1555699638 4562 75 3665 14311 0 49
1555699821 4579 75 3665 14311 0 49
1555699863 4579 75 3665 14311 0 49
1555866522 4579 75 3665 14311 0 49
1555867696 4579 88 3665 14311 0 49
1555867719 4579 88 3665 14311 0 49
1555881616 4579 88 3665 14552 0 49
1555882515 4579 88 3665 14552 0 49
1555887214 4579 88 3665 14552 0 49
1555888152 4579 88 3665 14872 0 49
1555888989 4579 88 3665 14880 0 49
1555890568 4579 88 3665 14880 0 49
1555890591 4579 88 3665 14880 0 49
1555893266 4579 88 3665 14880 0 49
1555893301 4579 88 3665 14880 0 49
1555894350 4671 88 3665 14880 0 49
1555951335 4671 88 3681 14880 0 49
1555951564 4671 88 3681 14880 0 49
1555952963 4672 88 3681 14880 0 49
1555956330 4672 175 3681 14880 0 49
1555956346 4672 175 3681 14880 0 49
1555957067 4672 175 3681 14880 0 49
1555962526 4672 226 3681 14880 0 49
1555988032 4672 409 3681 14880 0 49
1556026598 4672 483 3681 14880 0 49
1556031728 4674 483 3681 14880 0 49
1556033238 4679 483 3681 14880 0 49
1556037394 4679 483 17668 14880 0 49
1556037466 4679 483 17749 14880 0 49
1556043469 4679 506 17749 14880 0 49
1556228630 4679 515 17749 14880 0 49
1556299955 4679 516 17749 14880 0 49
1556299962 4679 516 17793 14880 0 49
1556300252 4679 516 17793 14880 0 49
1556302997 4679 617 17793 14880 0 49
1556304546 4738 617 17793 14880 0 49
1556304577 4738 617 17876 14880 0 49
1556304655 4738 617 17876 14880 0 49
1556305911 4738 617 17890 14880 0 49
1556306147 4738 656 17890 14880 0 49
1556306561 4904 656 17890 14880 0 49
1556306597 4904 656 17890 14880 0 49
1556314602 4904 1134 17890 14880 0 49
1556332157 4904 1134 17890 14880 1 49
1556334899 4930 1134 17890 14880 1 49
1556335214 4931 1134 17890 14880 1 49
1556383016 4931 1134 17890 14880 1 49
1556384725 4966 1134 17890 14880 1 49
1556384758 4966 1160 17890 14880 1 49
1556384872 4966 1160 17890 14880 1 49
1556387346 4966 1273 17890 14880 1 49
1556387359 4970 1273 17890 14880 1 49
1556389213 4970 1327 17890 14880 1 49
1556555949 4970 1327 17891 14880 1 49
1556556208 4970 1327 17891 14880 1 49
1556557519 4970 1327 17891 14880 1 49
1556559653 4991 1327 17891 14880 1 49
1556560581 5003 1327 17891 14880 1 49
1556561939 5061 1327 17891 14880 1 49
1556562712 5061 1349 17891 14880 1 49
1556563416 5061 1349 21648 14880 1 49
1556563508 5061 1349 21648 14880 1 49
1556563571 5068 1349 21648 14880 1 49
1556564154 5077 1349 21648 14880 1 49
1556637390 5085 1349 21648 14880 1 49
1556637514 5085 1349 21648 14880 1 49
1556637617 5086 1349 21648 14880 1 49
1556638257 5086 1349 21648 14880 1 49
1556638980 5086 1381 21648 14880 1 49
1556640854 5222 1381 21648 14880 1 49
1556640910 5222 1381 21648 14880 1 49
1556640957 5222 1390 21648 14880 1 49
1556640979 5222 1390 21648 14880 1 49
1556641001 5222 1390 21648 14880 1 49
1556643155 5228 1390 21648 14880 1 49
1556643485 5228 1479 21648 14880 1 49
1556814396 5228 1485 21648 14880 1 49
1556814597 5228 1485 21648 14880 1 49
1556830102 5228 1538 21648 14880 1 49
1556902375 5242 1538 21648 14880 1 49
1556909232 5242 1538 21648 14880 1 49
1556909443 5242 115184 21648 14880 1 49
1556909545 5242 115184 21648 14880 1 49
1556911382 5242 115203 21648 14880 1 49
1556911397 5242 115203 21680 14880 1 49
1556911578 5242 115203 21680 14880 1 49
1556911885 5242 115229 21680 14880 1 49
1556911956 5242 115229 21680 14880 1 49
1556912020 5242 115229 21680 14880 1 49
1556913369 5242 115691 21680 14880 1 49
1557168868 5242 115872 21680 14880 1 49
1557170090 5242 115872 21680 14880 1 49
1557499603 5242 115872 21680 14880 6 49
1557499700 5242 115873 21680 14880 6 49
1557503736 5242 116253 21680 14880 6 49
1557503912 5242 116253 21680 14880 6 49
1557503964 5242 116253 21680 14880 6 49
