1554670226 0 0 0 0 0 1
1554670227 0 0 0 0 0 2
1554746132 0 0 0 1 0 2
1554749246 0 0 0 2 0 2
1554749929 1 0 0 2 0 2
1554750225 1 0 1 2 0 2
1554750251 1 0 2 2 0 2
1554823320 2 0 2 2 0 2
1554826441 2 0 2 3 0 2
1554826679 2 0 2 4 0 2
1554827762 3 0 2 4 0 2
1554828063 3 0 2 5 0 2
1555000231 3 0 2 6 0 2
1555000350 3 0 2 7 0 2
1555000572 4 0 2 7 0 2
1555092637 5 0 2 7 0 2
1555092758 6 0 2 7 0 2
1555097773 6 0 3 7 0 2
1555098059 6 0 4 7 0 2
1555098205 6 0 5 7 0 2
1555102180 7 0 5 7 0 2
1555102282 8 0 5 7 0 2
1555171976 9 0 5 7 0 2
1555175991 10 0 5 7 0 2
1555177968 11 0 5 7 0 2
1555177985 11 1 5 7 0 2
1555178248 12 1 5 7 0 2
1555178996 12 1 5 8 0 2
1555179258 12 1 5 9 0 2
1555180088 13 1 5 9 0 2
1555180102 14 1 5 9 0 2
1555180394 14 1 5 10 0 2
1555353353 14 2 5 10 0 2
1555353440 14 2 5 11 0 2
1555353667 15 2 5 11 0 2
1555353978 15 2 5 12 0 2
1555354137 16 2 5 12 0 2
1555601289 16 2 6 12 0 2
1555605175 17 2 6 12 0 2
1555605235 17 2 6 13 0 2
1555605413 17 2 6 14 0 2
1555698955 17 2 7 14 0 2
1555699638 18 2 7 14 0 2
1555699821 19 2 7 14 0 2
1555699863 19 2 8 14 0 2
1555866522 19 3 8 14 0 2
1555867696 19 4 8 14 0 2
1555867719 19 4 8 15 0 2
1555881616 19 4 8 16 0 2
1555882515 19 4 9 16 0 2
1555887214 20 4 9 16 0 2
1555888152 20 4 9 17 0 2
1555888989 20 4 9 18 0 2
1555890568 21 4 9 18 0 2
1555890591 22 4 9 18 0 2
1555893266 22 4 9 19 0 2
1555893301 22 4 9 20 0 2
1555894350 23 4 9 20 0 2
1555951335 23 4 10 20 0 2
1555951564 23 4 11 20 0 2
1555952963 24 4 11 20 0 2
1555956330 24 5 11 20 0 2
1555956346 24 6 11 20 0 2
1555957067 24 7 11 20 0 2
1555962526 24 8 11 20 0 2
1555988032 24 9 11 20 0 2
1556026598 24 10 11 20 0 2
1556031728 25 10 11 20 0 2
1556033238 26 10 11 20 0 2
1556037394 26 10 12 20 0 2
1556037466 26 10 13 20 0 2
1556043469 26 11 13 20 0 2
1556228630 26 12 13 20 0 2
1556299955 26 13 13 20 0 2
1556299962 26 13 14 20 0 2
1556300252 26 14 14 20 0 2
1556302997 26 15 14 20 0 2
1556304546 27 15 14 20 0 2
1556304577 27 15 15 20 0 2
1556304655 27 15 16 20 0 2
1556305911 27 15 17 20 0 2
1556306147 27 16 17 20 0 2
1556306561 28 16 17 20 0 2
1556306597 28 17 17 20 0 2
1556314602 28 18 17 20 0 2
1556332157 28 18 17 20 1 2
1556334899 29 18 17 20 1 2
1556335214 30 18 17 20 1 2
1556383016 30 19 17 20 1 2
1556384725 31 19 17 20 1 2
1556384758 31 20 17 20 1 2
1556384872 31 21 17 20 1 2
1556387346 31 22 17 20 1 2
1556387359 32 22 17 20 1 2
1556389213 32 23 17 20 1 2
1556555949 32 23 18 20 1 2
1556556208 32 23 19 20 1 2
1556557519 33 23 19 20 1 2
1556559653 34 23 19 20 1 2
1556560581 35 23 19 20 1 2
1556561939 36 23 19 20 1 2
1556562712 36 24 19 20 1 2
1556563416 36 24 20 20 1 2
1556563508 36 24 21 20 1 2
1556563571 37 24 21 20 1 2
1556564154 38 24 21 20 1 2
1556637390 39 24 21 20 1 2
1556637514 39 24 22 20 1 2
1556637617 40 24 22 20 1 2
1556638257 41 24 22 20 1 2
1556638980 41 25 22 20 1 2
1556640854 42 25 22 20 1 2
1556640910 43 25 22 20 1 2
1556640957 43 26 22 20 1 2
1556640979 43 27 22 20 1 2
1556641001 43 27 23 20 1 2
1556643155 44 27 23 20 1 2
1556643485 44 28 23 20 1 2
1556814396 44 29 23 20 1 2
1556814597 44 30 23 20 1 2
1556830102 44 31 23 20 1 2
1556902375 45 31 23 20 1 2
1556909232 45 32 23 20 1 2
1556909443 45 33 23 20 1 2
1556909545 45 34 23 20 1 2
1556911382 45 35 23 20 1 2
1556911397 45 35 24 20 1 2
1556911578 45 35 25 20 1 2
1556911885 45 36 25 20 1 2
1556911956 45 37 25 20 1 2
1556912020 45 38 25 20 1 2
1556913369 45 39 25 20 1 2
1557168868 45 40 25 20 1 2
1557170090 45 41 25 20 1 2
1557499603 45 41 25 20 2 2
1557499700 45 42 25 20 2 2
1557503736 45 43 25 20 2 2
1557503912 45 44 25 20 2 2
1557503964 45 45 25 20 2 2
